rating,score_tag,agreement,subjectivity,confidence,irony,anger,joy,fear,sadness,surprise
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.208862245082855,0.102036945521832,0.066832572221756,0.50981080532074,0.112457454204559
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.427703946828842,0.103661775588989,0.047571491450071,0.392572283744812,0.028490507975221
2,N+,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.414754807949066,0.079894661903381,0.124167785048485,0.358171463012695,0.023011283949018
2,N,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.781087160110474,0.016460323706269,0.020341819152236,0.158327624201775,0.023783074691892
2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.317144721746445,0.246634528040886,0.111603051424026,0.27305269241333,0.051564995199442
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.366104483604431,0.100930564105511,0.035974610596895,0.409999638795853,0.086990751326084
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.444480806589127,0.047470096498728,0.047275133430958,0.442358434200287,0.018415557220578
2,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.433432102203369,0.042834866791964,0.070815190672875,0.44817066192627,0.004747185856104
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.536144018173218,0.050603061914444,0.054943174123764,0.323106408119202,0.035203322768211
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.352697312831879,0.057409025728703,0.05037484318018,0.466968595981598,0.072550162672997
2,NEU,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.764267086982727,0.062633022665978,0.013202099129558,0.139386579394341,0.020511168986559
2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.350159645080566,0.231075003743172,0.058603495359421,0.310799211263657,0.049362674355507
2,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.165123984217644,0.446787595748901,0.065028116106987,0.217995181679726,0.105065077543259
2,P,AGREEMENT,SUBJECTIVE,82,IRONIC,0.651677310466766,0.117804929614067,0.067350342869759,0.14793036878109,0.015237080864608
2,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.661413609981537,0.043538145720959,0.039607722312212,0.228921443223953,0.026519060134888
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.844942927360535,0.010576301254332,0.015089374035597,0.10361386090517,0.025777589529753
2,N+,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.542844831943512,0.072776228189468,0.029298756271601,0.345971882343292,0.009108289144933
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.350757956504822,0.297255426645279,0.042323607951403,0.28835055232048,0.021312441676855
2,P+,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.150310143828392,0.066911667585373,0.064460195600987,0.244031772017479,0.474286258220673
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.227148741483688,0.379386007785797,0.067795291543007,0.277045011520386,0.048624873161316
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.430548429489136,0.119576133787632,0.079795815050602,0.20560359954834,0.164476037025452
2,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.686337172985077,0.042715899646282,0.126069769263268,0.139948412775993,0.004928706213832
2,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.348534464836121,0.067033253610134,0.09786007553339,0.445622354745865,0.04094985127449
2,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.509605348110199,0.127538293600082,0.079304069280624,0.261610895395279,0.021941404789686
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.664976477622986,0.044635392725468,0.044582270085812,0.236263185739517,0.009542691521347
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.486173093318939,0.029412491247058,0.355181634426117,0.112191468477249,0.01704129204154
2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.304147899150848,0.083666384220123,0.095756210386753,0.441445618867874,0.074983894824982
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.43453174829483,0.05418835580349,0.121738746762276,0.378824561834335,0.010716582648456
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.531102657318115,0.120095491409302,0.063202388584614,0.223167285323143,0.06243210285902
2,N,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.647100687026978,0.093742251396179,0.035356964915991,0.20128770172596,0.022512469440699
2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.603041350841522,0.039824042469263,0.146436989307404,0.173011392354965,0.03768615052104
2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.781500279903412,0.025883678346872,0.022606700658798,0.143701016902924,0.02630833350122
2,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.57901519536972,0.07249353826046,0.077989704906941,0.244667768478394,0.025833746418357
2,P,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.161469042301178,0.52060729265213,0.107601813971996,0.1537726521492,0.056549161672592
2,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.422137916088104,0.050392150878906,0.099686019122601,0.178745269775391,0.249038606882095
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.592821300029755,0.071159817278385,0.05761930346489,0.218236535787582,0.060163047164679
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.661308646202087,0.027530258521438,0.052285559475422,0.24565826356411,0.013217262923718
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.279028564691544,0.055966380983591,0.041141450405121,0.585306167602539,0.038557387888432
2,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.48066371679306,0.107485376298428,0.105690360069275,0.290438711643219,0.015721797943115
2,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.621016919612885,0.085459515452385,0.046731173992157,0.234894007444382,0.011898336932063
2,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.669862508773804,0.022545799612999,0.072764679789543,0.219265520572662,0.01556146517396
2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.384079456329346,0.073077939450741,0.159404933452606,0.366348773241043,0.017088947817683
2,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.168686121702194,0.079791821539402,0.02999728359282,0.513744592666626,0.207780182361603
2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.595418810844421,0.05678515508771,0.045256443321705,0.294539600610733,0.007999954745173
2,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.518367528915405,0.064408019185066,0.102061815559864,0.276803225278854,0.038359381258488
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.385523855686188,0.136208102107048,0.079070009291172,0.229033187031746,0.170164853334427
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.240989595651627,0.377269506454468,0.039570216089487,0.234963864088058,0.107206866145134
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.362841874361038,0.293739855289459,0.079747930169106,0.178876131772995,0.08479418605566
2,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.079724669456482,0.197305113077164,0.029523201286793,0.523971617221832,0.169475361704826
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.338366210460663,0.072916030883789,0.132486626505852,0.427082359790802,0.029148709028959
2,N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.157866388559341,0.285352468490601,0.10300774127245,0.430657804012299,0.023115614429116
2,P+,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.42181009054184,0.175557374954224,0.047494262456894,0.310299277305603,0.04483899474144
2,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.319355040788651,0.058625929057598,0.088324509561062,0.420602560043335,0.113091923296452
2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.335699498653412,0.142655715346336,0.053219255059958,0.329363286495209,0.139062270522118
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.473531514406204,0.077428840100765,0.14106173813343,0.21988981962204,0.088088102638722
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.197897046804428,0.105704829096794,0.141638174653053,0.286093205213547,0.268666714429855
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.65626472234726,0.016393730416894,0.027714394032955,0.292651444673538,0.006975697353482
2,N,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.548745214939117,0.042332250624895,0.040743216872215,0.34689649939537,0.021282864734531
2,NEU,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.67715585231781,0.077364653348923,0.074487589299679,0.141100808978081,0.029891107231379
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.311832129955292,0.093610838055611,0.092399753630161,0.404483914375305,0.097673416137695
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.291833132505417,0.114510782063007,0.043459512293339,0.210538178682327,0.339658379554749
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.577022671699524,0.062012769281864,0.075911343097687,0.274487018585205,0.01056613214314
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.330095410346985,0.058154545724392,0.123699769377708,0.451648145914078,0.036402080208063
2,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.472625911235809,0.16360330581665,0.040030304342508,0.241557046771049,0.082183457911015
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.225504606962204,0.051328599452972,0.145599126815796,0.563395500183106,0.01417216937989
2,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.069900684058666,0.536726951599121,0.012726185843349,0.127754971385002,0.252891272306442
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.409912645816803,0.054961584508419,0.036088615655899,0.419239461421967,0.079797655344009
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.421401500701904,0.228232443332672,0.030735060572624,0.290147066116333,0.029483890160918
2,NEU,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.406266093254089,0.105003871023655,0.300954967737198,0.141372159123421,0.046402901411057
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.445455253124237,0.053933031857014,0.030133068561554,0.421890020370483,0.048588633537293
2,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.662900328636169,0.029788359999657,0.024674905464053,0.265975415706635,0.016661059111357
2,P,DISAGREEMENT,SUBJECTIVE,90,NONIRONIC,0.201960816979408,0.128810659050942,0.083839751780033,0.484728693962097,0.100660115480423
2,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.524771809577942,0.105802685022354,0.107675209641457,0.215198963880539,0.046551331877709
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.391825705766678,0.062751948833466,0.0976881980896,0.376205563545227,0.071528524160385
2,NEU,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.592814803123474,0.125372722744942,0.058402646332979,0.180247887969017,0.043161995708943
2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.472102642059326,0.075061976909638,0.178030326962471,0.232664942741394,0.042140111327171
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.200123101472855,0.128690958023071,0.130872309207916,0.433260858058929,0.107052758336067
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.155458092689514,0.551728129386902,0.091396301984787,0.167535603046417,0.033881906419993
2,N+,AGREEMENT,SUBJECTIVE,82,IRONIC,0.467393159866333,0.041112896054983,0.049854561686516,0.387156188488007,0.05448317527771
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.62651389837265,0.052987027913332,0.039369642734528,0.195961445569992,0.085168018937111
2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.192372143268585,0.094571873545647,0.059407830238342,0.631853699684143,0.021794410422444
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.553318977355957,0.041420571506024,0.068777702748776,0.295985758304596,0.040496993809939
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.553780019283295,0.015401836484671,0.036028847098351,0.368377089500427,0.026412203907967
2,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.455395519733429,0.045221075415611,0.057483095675707,0.399234354496002,0.042665999382734
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1411092877388,0.162679776549339,0.041515685617924,0.633573055267334,0.021122209727764
2,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.649101257324219,0.043800178915262,0.039643451571465,0.260807126760483,0.00664801010862
2,N,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.429195582866669,0.087022304534912,0.046892065554857,0.412886798381805,0.024003189057112
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.342941045761108,0.057374149560928,0.062475498765707,0.529539585113525,0.007669736631215
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.532690763473511,0.101700395345688,0.049484170973301,0.280124932527542,0.035999726504088
2,NEU,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.63921457529068,0.102470993995667,0.053610295057297,0.195594906806946,0.009109227918088
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.463728606700897,0.049763847142458,0.116730973124504,0.340547978878021,0.029228596016765
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.202622890472412,0.578919649124146,0.042752519249916,0.162683188915253,0.013021741062403
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.26313591003418,0.29094785451889,0.16726279258728,0.128143891692162,0.150509506464005
2,P+,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.257293343544006,0.074874609708786,0.046889986842871,0.514772295951843,0.106169782578945
2,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.412730157375336,0.077958926558495,0.071715377271175,0.402426660060883,0.035168893635273
2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.341829657554626,0.132507979869843,0.073272794485092,0.342374414205551,0.110015161335468
2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.527039408683777,0.004461590200663,0.019539698958397,0.365384668111801,0.083574578166008
2,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.236511439085007,0.035073444247246,0.035452038049698,0.591377437114716,0.101585641503334
2,NEU,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.532896101474762,0.04808983206749,0.065861038863659,0.338230013847351,0.014923034235835
2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.240864396095276,0.100403867661953,0.037163093686104,0.297481596469879,0.324087053537369
2,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.085026025772095,0.161040008068085,0.047097317874432,0.080336302518845,0.626500248908997
2,N,DISAGREEMENT,SUBJECTIVE,89,NONIRONIC,0.483205378055573,0.038904584944248,0.099454000592232,0.257420986890793,0.121015034615994
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.519471168518066,0.09002710878849,0.145314961671829,0.228339403867722,0.016847377642989
2,NEU,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.443917453289032,0.042701706290245,0.048430375754833,0.112650871276855,0.352299630641937
2,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.634115815162659,0.041503544896841,0.05884774774313,0.255300015211105,0.010232942178845
2,P+,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.448277831077576,0.107962697744369,0.050960350781679,0.271004170179367,0.121794946491718
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.252911180257797,0.312301516532898,0.079446405172348,0.309452593326569,0.045888278633356
2,P,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.717581272125244,0.038803707808256,0.056778833270073,0.178973138332367,0.007863024249673
2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.141649141907692,0.032848048955202,0.370658665895462,0.441879689693451,0.012964447960258
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.338513016700745,0.013956668786705,0.049422714859247,0.567761182785034,0.030346430838108
2,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.730893075466156,0.032575320452452,0.027912799268961,0.13938695192337,0.06923184543848
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.082401789724827,0.243089959025383,0.025572489947081,0.291647911071777,0.357287883758545
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.628666520118713,0.074402064085007,0.160976409912109,0.12729986011982,0.008655144833028
2,P+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.289064526557922,0.025460159406066,0.040029108524323,0.598047018051147,0.047399275004864
2,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.407203793525696,0.023235712200403,0.017662737518549,0.538017213344574,0.013880546204746
2,P,AGREEMENT,SUBJECTIVE,90,IRONIC,0.586336553096771,0.030935980379582,0.043279841542244,0.23002989590168,0.109417736530304
2,NEU,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.330719143152237,0.089737623929978,0.07515512406826,0.458694398403168,0.045693714171648
2,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.397894263267517,0.010139022022486,0.068851493299008,0.51646625995636,0.006648983806372
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.186663299798965,0.342431753873825,0.053200364112854,0.321718066930771,0.095986470580101
2,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.503105938434601,0.08128521591425,0.028168749064207,0.251772880554199,0.135667264461517
2,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.897908389568329,0.004018635954708,0.011955883353949,0.083434976637364,0.002682129619643
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.653105556964874,0.019215183332563,0.052292205393314,0.181219190359116,0.094167828559876
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.317469120025635,0.273629307746887,0.042467057704926,0.285132527351379,0.081301987171173
2,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.693166255950928,0.069690562784672,0.037646565586329,0.190654903650284,0.008841677568853
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.866539657115936,0.005844333674759,0.019133783876896,0.09825274348259,0.010229496285319
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.17424301803112,0.039034564048052,0.076211780309677,0.677492499351501,0.033018138259649
2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.201828554272652,0.227830126881599,0.07289619743824,0.346303820610046,0.151141241192818
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.620165467262268,0.050555218011141,0.035129949450493,0.164809301495552,0.129340052604675
2,N,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.7757248878479,0.040072537958622,0.024978527799249,0.13641132414341,0.022812716662884
2,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.670626997947693,0.041780166327953,0.058774173259735,0.212541908025742,0.016276758164167
2,N,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.82042521238327,0.037250157445669,0.015230634249747,0.106026172637939,0.021067798137665
2,P,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.27090722322464,0.124318033456802,0.031273759901524,0.439519643783569,0.133981391787529
2,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.286756068468094,0.107295155525208,0.165190249681473,0.422218799591064,0.018539754673839
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.60025817155838,0.031838700175285,0.153477698564529,0.200950652360916,0.013474804349244
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.791023373603821,0.00362733588554,0.006841740570962,0.193202614784241,0.00530495075509
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.910101652145386,0.001977399457246,0.008522173389792,0.070656575262547,0.008742172271013
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.329546332359314,0.024503894150257,0.015869034454227,0.392012298107147,0.238068461418152
2,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.688230931758881,0.020823292434216,0.038147889077664,0.240443140268326,0.012354746460915
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.585341274738312,0.048161912709475,0.053415790200234,0.297037571668625,0.016043433919549
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.119620874524117,0.080806016921997,0.05797665193677,0.610756993293762,0.130839422345161
2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.23373743891716,0.144338488578796,0.062703177332878,0.528605401515961,0.030615467578173
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.321809351444244,0.086452290415764,0.082673393189907,0.482776999473572,0.026287935674191
2,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.30754280090332,0.297233134508133,0.077238671481609,0.304705291986465,0.013280098326504
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.225087255239487,0.399422198534012,0.050990950316191,0.295900821685791,0.028598796576262
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.196845263242722,0.118309155106545,0.074614644050598,0.550222992897034,0.060008026659489
2,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.784181952476501,0.017746336758137,0.050046812742949,0.138884633779526,0.009140273556113
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.375424683094025,0.273784548044205,0.121677875518799,0.209752887487411,0.019359955564141
2,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.586040735244751,0.096007905900478,0.06099408864975,0.177594900131226,0.079362377524376
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.717559158802033,0.074621453881264,0.042329456657171,0.129071593284607,0.036418300122023
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.480139881372452,0.061267398297787,0.077991113066673,0.343171179294586,0.037430450320244
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.222143530845642,0.232566237449646,0.039190828800202,0.480504393577576,0.025594973936677
2,N,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.223085686564445,0.437442094087601,0.059339866042137,0.171954289078712,0.108178064227104
2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.47197550535202,0.184853225946426,0.039450190961361,0.239490479230881,0.064230613410473
2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.494596421718597,0.037367530167103,0.081943288445473,0.367843925952911,0.018248803913593
2,N,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.661177158355713,0.070556551218033,0.10449780523777,0.139899805188179,0.023868694901466
2,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.800178110599518,0.011454086750746,0.022901633754373,0.161965638399124,0.003500551916659
2,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.546627521514893,0.06220418214798,0.058128781616688,0.261419534683228,0.071620017290115
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.307310581207275,0.097611278295517,0.049119025468826,0.534086525440216,0.011872596107423
2,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.563441216945648,0.046691745519638,0.11303748190403,0.2680923640728,0.008737196214497
2,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.278111457824707,0.068111076951027,0.073351457715035,0.541626632213593,0.038799393922091
2,N,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.61550635099411,0.070963643491268,0.036487236618996,0.260938972234726,0.016103798523545
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.755174279212952,0.005202875472605,0.020820198580623,0.189235270023346,0.029567433521152
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.528708457946777,0.068708918988705,0.086972147226334,0.272573113441467,0.043037358671427
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.409259140491486,0.103562355041504,0.146671712398529,0.309982299804687,0.030524492263794
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.519127130508423,0.058706995099783,0.061791718006134,0.297259122133255,0.063115045428276
2,P,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.658848762512207,0.030868507921696,0.14287756383419,0.164068087935448,0.003337076632306
2,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.590889036655426,0.037370473146439,0.037748210132122,0.305004149675369,0.028988180682063
2,P,DISAGREEMENT,SUBJECTIVE,81,IRONIC,0.476444184780121,0.075104810297489,0.08648382127285,0.246478766202927,0.115488395094872
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.38674196600914,0.023020641878247,0.338834196329117,0.219747766852379,0.031655505299568
2,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.470283269882202,0.12108987569809,0.070621475577355,0.29690557718277,0.041099760681391
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.520394623279572,0.255277335643768,0.053382720798254,0.154105484485626,0.016839884221554
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.768987059593201,0.032619547098875,0.024280685931444,0.161813005805016,0.012299716472626
2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.653935432434082,0.016252711415291,0.04764586314559,0.270721912384033,0.011444123461843
2,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.503699541091919,0.067296966910362,0.091288298368454,0.258843392133713,0.07887177914381
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.469766616821289,0.048501323908568,0.088593028485775,0.266831666231155,0.126307368278503
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.699684500694275,0.01702069118619,0.055810146033764,0.18701833486557,0.040466297417879
2,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.229013651609421,0.383616715669632,0.075109988451004,0.173602521419525,0.138657122850418
2,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.486422210931778,0.058025561273098,0.053129829466343,0.38870495557785,0.013717433437705
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.533473253250122,0.0717988088727,0.061145827174187,0.274324774742126,0.059257347136736
2,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.614722788333893,0.02826670743525,0.036478623747826,0.29501485824585,0.025517016649246
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.28253448009491,0.028398282825947,0.039277143776417,0.618844151496887,0.030945878475905
2,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.267166554927826,0.118518620729446,0.097717247903347,0.314247250556946,0.202350318431854
2,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.591038882732391,0.038577925413847,0.028839098289609,0.339130818843842,0.002413269365206
2,N,AGREEMENT,SUBJECTIVE,82,IRONIC,0.376795291900635,0.133398696780205,0.064357466995716,0.410560220479965,0.01488833501935
2,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.330124646425247,0.199898019433022,0.072016701102257,0.251772880554199,0.146187782287598
2,N+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.292982131242752,0.110277026891708,0.078239761292935,0.466939687728882,0.05156135559082
2,P,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.284896999597549,0.111383721232414,0.192365899682045,0.388900399208069,0.022452989593148
2,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.390501618385315,0.033361427485943,0.036997023969889,0.428990513086319,0.110149420797825
2,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.194354593753815,0.114003479480743,0.043351497501135,0.582300901412964,0.065989471971989
2,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.458622395992279,0.226232767105103,0.030924808233976,0.249893829226494,0.03432622179389
